case_id,complaint_id,fraud_label,cashout_label,pattern,transaction_count,suspicious_transaction_count,transaction_frequency,transaction_velocity,amount_deviation,hop_count,unique_accounts,transfer_chain_length,amount_decay_across_hops,rapid_transfer_flag,account_activity_frequency,account_risk,new_destination_flag,destination_concentration,previous_withdrawal_count,average_withdrawal_amount,hour,day_of_week,time_since_last_transaction,time_since_first_suspicious_transaction,split,source_type
CASE-00310,CMP-100310,0,0,NORMAL,9,0,0.375,9,12463.67,0,18,1,,0,1,MEDIUM,1,1,0,0,22,2,0,,TRAIN,SYNTHETIC
CASE-00311,CMP-100311,0,0,NORMAL,8,0,0.3333,8,11218.88,0,16,1,,0,1,LOW,1,1,0,0,23,2,0,,TRAIN,SYNTHETIC
CASE-00312,CMP-100312,1,1,MULTI_HOP,11,2,0.4583,2.6087,24067.82,2,21,3,0.7479,0,1,LOW,1,1,0,0,4,3,0,145,TRAIN,SYNTHETIC
CASE-00313,CMP-100313,0,0,NORMAL,7,0,0.2917,7,12694,0,14,1,,0,1,LOW,1,1,0,0,1,3,0,,TRAIN,SYNTHETIC
CASE-00314,CMP-100314,0,0,NORMAL,10,0,0.4167,10,9708.4,0,20,1,,0,1,LOW,1,1,0,0,2,3,0,,VALIDATION,SYNTHETIC
CASE-00315,CMP-100315,1,1,MULTI_CANDIDATE,8,1,0.3333,3.0968,12420.75,1,16,2,0.9103,0,1,MEDIUM,1,1,0,0,5,3,0,0,VALIDATION,SYNTHETIC
CASE-00316,CMP-100316,0,0,NORMAL,9,0,0.375,9,10398.22,0,18,1,,0,1,LOW,1,1,0,0,4,3,0,,VALIDATION,SYNTHETIC
CASE-00317,CMP-100317,1,1,MULTI_HOP,13,3,0.5417,3.0233,17612.23,3,24,4,0.7068,0,1,LOW,1,1,0,0,9,3,0,201,TEST,SYNTHETIC
CASE-00318,CMP-100318,0,0,NORMAL,9,0,0.375,9,13534,0,18,1,,0,1,LOW,1,1,0,0,6,3,0,,TEST,SYNTHETIC
CASE-00319,CMP-100319,1,1,DELAYED,7,1,0.2917,0.875,12849.29,1,14,2,0.9327,0,1,HIGH,1,1,0,0,15,3,0,0,TEST,SYNTHETIC
CASE-00320,CMP-100320,0,0,NORMAL,10,0,0.4167,10,9858.3,1,20,2,,0,1,MEDIUM,1,1,0,0,8,3,0,,TRAIN,SYNTHETIC
CASE-00321,CMP-100321,0,0,NORMAL,7,0,0.2917,7,12167.43,1,14,2,,0,1,LOW,1,1,0,0,9,3,0,,TRAIN,SYNTHETIC
CASE-00322,CMP-100322,0,0,NORMAL,10,0,0.4167,10,12080.2,0,20,1,,0,1,LOW,1,1,0,0,10,3,0,,TRAIN,SYNTHETIC
CASE-00323,CMP-100323,0,0,NORMAL,8,0,0.3333,8,10288.88,1,16,2,,0,1,LOW,1,1,0,0,11,3,0,,TRAIN,SYNTHETIC
CASE-00324,CMP-100324,0,0,NORMAL,7,0,0.2917,7,10279.43,0,14,1,,0,1,LOW,1,1,0,0,12,3,0,,TRAIN,SYNTHETIC
CASE-00325,CMP-100325,0,0,NORMAL,10,0,0.4167,10,8649.9,0,20,1,,0,1,MEDIUM,1,1,0,0,13,3,0,,TRAIN,SYNTHETIC
CASE-00326,CMP-100326,0,0,NORMAL,9,0,0.375,9,12851.89,0,18,1,,0,1,LOW,1,1,0,0,14,3,0,,TRAIN,SYNTHETIC
CASE-00327,CMP-100327,1,1,MULTI_HOP,13,3,0.5417,2.508,19223.08,3,24,4,0.69,0,1,LOW,1,1,0,0,20,3,0,213,TRAIN,SYNTHETIC
CASE-00328,CMP-100328,0,0,NORMAL,9,0,0.375,9,13105.67,0,18,1,,0,1,LOW,1,1,0,0,16,3,0,,TRAIN,SYNTHETIC
CASE-00329,CMP-100329,0,0,NORMAL,10,0,0.4167,10,10484.5,0,20,1,,0,1,LOW,1,1,0,0,17,3,0,,TRAIN,SYNTHETIC
CASE-00330,CMP-100330,1,1,MULTI_CANDIDATE,8,1,0.3333,5.7143,18878.38,1,16,2,0.8879,0,1,HIGH,1,1,0,0,19,3,0,0,TRAIN,SYNTHETIC
CASE-00331,CMP-100331,1,1,RAPID,9,1,0.375,9,14023.22,1,18,2,0.8364,1,1,LOW,1,1,0,0,19,3,0,0,TRAIN,SYNTHETIC
CASE-00332,CMP-100332,1,1,MULTI_HOP,13,3,0.5417,3.8235,25117.54,3,24,4,0.7342,0,1,LOW,1,1,0,0,23,3,0,184,TRAIN,SYNTHETIC
CASE-00333,CMP-100333,0,0,NORMAL,6,0,0.25,6,12503,0,12,1,,0,1,LOW,1,1,0,0,21,3,0,,TRAIN,SYNTHETIC
CASE-00334,CMP-100334,1,1,DELAYED,9,1,0.375,0.3,12956.78,1,18,2,0.8755,0,1,LOW,1,1,0,0,4,5,0,0,VALIDATION,SYNTHETIC
CASE-00335,CMP-100335,1,1,MULTI_CANDIDATE,7,1,0.2917,4.0385,17885.29,1,14,2,0.8494,0,1,MEDIUM,1,1,0,0,0,4,0,0,VALIDATION,SYNTHETIC
CASE-00336,CMP-100336,1,1,RAPID,8,1,0.3333,8,20549.5,1,16,2,0.9177,1,1,LOW,1,1,0,0,0,4,0,0,VALIDATION,SYNTHETIC
CASE-00337,CMP-100337,0,0,NORMAL,7,0,0.2917,7,9405.29,0,14,1,,0,1,LOW,1,1,0,0,1,4,0,,TEST,SYNTHETIC
CASE-00338,CMP-100338,0,0,NORMAL,8,0,0.3333,8,13474.88,0,16,1,,0,1,LOW,1,1,0,0,2,4,0,,TEST,SYNTHETIC
CASE-00339,CMP-100339,1,1,DELAYED,10,1,0.4167,0.4348,22661.4,1,20,2,0.8934,0,1,LOW,1,1,0,0,2,5,0,0,TEST,SYNTHETIC
CASE-00340,CMP-100340,0,0,NORMAL,7,0,0.2917,7,8387.86,1,14,2,,0,1,MEDIUM,1,1,0,0,4,4,0,,TRAIN,SYNTHETIC
CASE-00341,CMP-100341,0,0,NORMAL,6,0,0.25,6,13143.67,0,12,1,,0,1,HIGH,1,1,0,0,5,4,0,,TRAIN,SYNTHETIC
CASE-00342,CMP-100342,0,0,NORMAL,7,0,0.2917,7,8618,1,14,2,,0,1,LOW,1,1,0,0,6,4,0,,TRAIN,SYNTHETIC
CASE-00343,CMP-100343,0,0,NORMAL,7,0,0.2917,7,12556.29,1,14,2,,0,1,LOW,1,1,0,0,7,4,0,,TRAIN,SYNTHETIC
CASE-00344,CMP-100344,1,0,DELAYED,10,0,0.4167,10,9399.9,0,20,1,1,0,1,LOW,1,1,0,0,8,4,0,,TRAIN,SYNTHETIC
CASE-00345,CMP-100345,0,0,NORMAL,6,0,0.25,6,12770.67,0,12,1,,0,1,MEDIUM,1,1,0,0,9,4,0,,TRAIN,SYNTHETIC
CASE-00346,CMP-100346,0,0,NORMAL,8,0,0.3333,8,6686.88,0,16,1,,0,1,LOW,1,1,0,0,10,4,0,,TRAIN,SYNTHETIC
CASE-00347,CMP-100347,0,0,NORMAL,9,0,0.375,9,12671.56,1,18,2,,0,1,LOW,1,1,0,0,11,4,0,,TRAIN,SYNTHETIC
CASE-00348,CMP-100348,0,0,NORMAL,8,0,0.3333,8,9157.75,0,16,1,,0,1,LOW,1,1,0,0,12,4,0,,TRAIN,SYNTHETIC
CASE-00349,CMP-100349,1,1,DELAYED,8,0,0.3333,8,16388.63,0,16,1,1,0,1,LOW,1,1,0,0,13,4,0,,TRAIN,SYNTHETIC
CASE-00350,CMP-100350,0,0,NORMAL,6,0,0.25,6,11028,0,12,1,,0,1,MEDIUM,1,1,0,0,14,4,0,,TRAIN,SYNTHETIC
CASE-00351,CMP-100351,1,1,RAPID,8,1,0.3333,8,21599.75,1,15,2,0.822,1,1,LOW,1,1,0,0,15,4,0,0,TRAIN,SYNTHETIC
CASE-00352,CMP-100352,1,1,MULTI_HOP,9,3,0.375,1.9853,39029.11,3,14,4,0.6809,0,1.125,HIGH,1,1,0,0,20,4,0,210,TRAIN,SYNTHETIC
CASE-00353,CMP-100353,1,1,PROXIMITY,7,1,0.2917,5.8333,13688.71,1,14,2,0.9179,0,1,LOW,1,1,0,0,18,4,0,0,TRAIN,SYNTHETIC
CASE-00354,CMP-100354,1,1,DELAYED,10,0,0.4167,10,11956.7,0,20,1,1,0,1,LOW,1,1,0,0,18,4,0,,VALIDATION,SYNTHETIC
CASE-00355,CMP-100355,0,0,NORMAL,7,0,0.2917,7,10002.57,0,14,1,,0,1,MEDIUM,1,1,0,0,19,4,0,,VALIDATION,SYNTHETIC
CASE-00356,CMP-100356,0,0,NORMAL,7,0,0.2917,7,13341.43,0,14,1,,0,1,LOW,1,1,0,0,20,4,0,,VALIDATION,SYNTHETIC
CASE-00357,CMP-100357,0,0,NORMAL,9,0,0.375,9,14664.89,1,18,2,,0,1,LOW,1,1,0,0,21,4,0,,TEST,SYNTHETIC
CASE-00358,CMP-100358,0,0,NORMAL,7,0,0.2917,7,13487.86,0,14,1,,0,1,LOW,1,1,0,0,22,4,0,,TEST,SYNTHETIC
CASE-00359,CMP-100359,0,0,NORMAL,6,0,0.25,6,11758.33,1,12,2,,0,1,LOW,1,1,0,0,23,4,0,,TEST,SYNTHETIC
CASE-00360,CMP-100360,0,0,NORMAL,9,0,0.375,9,14708.44,0,18,1,,0,1,MEDIUM,1,1,0,0,0,5,0,,TRAIN,SYNTHETIC
CASE-00361,CMP-100361,1,1,RAPID,10,1,0.4167,10,21705.6,1,20,2,0.8928,1,1,LOW,1,1,0,0,1,5,0,0,TRAIN,SYNTHETIC
CASE-00362,CMP-100362,1,1,MULTI_HOP,10,2,0.4167,5.4054,21717.3,2,19,3,0.7635,0,1,LOW,1,1,0,0,3,5,0,55,TRAIN,SYNTHETIC
CASE-00363,CMP-100363,1,1,PROXIMITY,7,1,0.2917,3.2061,22552.86,1,14,2,0.8853,0,1,HIGH,1,1,0,0,5,5,0,0,TRAIN,SYNTHETIC
CASE-00364,CMP-100364,0,0,NORMAL,6,0,0.25,6,12278.83,1,12,2,,0,1,LOW,1,1,0,0,4,5,0,,TRAIN,SYNTHETIC
CASE-00365,CMP-100365,0,0,NORMAL,10,0,0.4167,10,12176.2,1,20,2,,0,1,MEDIUM,1,1,0,0,5,5,0,,TRAIN,SYNTHETIC
CASE-00366,CMP-100366,0,0,NORMAL,8,0,0.3333,8,15169.5,1,16,2,,0,1,LOW,1,1,0,0,6,5,0,,TRAIN,SYNTHETIC
CASE-00367,CMP-100367,1,1,MULTI_HOP,10,2,0.4167,6.8182,11272.5,2,19,3,0.7604,0,1,LOW,1,1,0,0,8,5,0,48,TRAIN,SYNTHETIC
CASE-00368,CMP-100368,1,1,PROXIMITY,11,1,0.4583,4,20770.27,1,22,2,0.8861,0,1,LOW,1,1,0,0,10,5,0,0,TRAIN,SYNTHETIC
CASE-00369,CMP-100369,0,0,NORMAL,9,0,0.375,9,13023.89,0,18,1,,0,1,LOW,1,1,0,0,9,5,0,,TRAIN,SYNTHETIC
CASE-00370,CMP-100370,0,0,NORMAL,7,0,0.2917,7,11004.29,1,14,2,,0,1,MEDIUM,1,1,0,0,10,5,0,,TRAIN,SYNTHETIC
CASE-00371,CMP-100371,1,1,RAPID,8,1,0.3333,8,21217.13,1,16,2,0.8229,1,1,LOW,1,1,0,0,11,5,0,0,TRAIN,SYNTHETIC
CASE-00372,CMP-100372,0,0,NORMAL,9,0,0.375,9,12942.33,0,18,1,,0,1,LOW,1,1,0,0,12,5,0,,TRAIN,SYNTHETIC
CASE-00373,CMP-100373,1,1,PROXIMITY,11,1,0.4583,7.1739,17891.27,1,21,2,0.8977,0,1.1,LOW,1,1,0,0,14,5,0,0,TRAIN,SYNTHETIC
CASE-00374,CMP-100374,0,0,NORMAL,7,0,0.2917,7,16415.14,0,14,1,,0,1,HIGH,1,1,0,0,14,5,0,,VALIDATION,SYNTHETIC
CASE-00375,CMP-100375,0,0,NORMAL,10,0,0.4167,10,9791.2,1,20,2,,0,1,MEDIUM,1,1,0,0,15,5,0,,VALIDATION,SYNTHETIC
CASE-00376,CMP-100376,1,1,RAPID,10,1,0.4167,10,13084.8,1,20,2,0.9222,1,1,LOW,1,1,0,0,16,5,0,0,VALIDATION,SYNTHETIC
CASE-00377,CMP-100377,0,0,NORMAL,9,0,0.375,9,13503,1,18,2,,0,1,LOW,1,1,0,0,17,5,0,,TEST,SYNTHETIC
CASE-00378,CMP-100378,0,0,NORMAL,8,0,0.3333,8,9951,1,16,2,,0,1,LOW,1,1,0,0,18,5,0,,TEST,SYNTHETIC
CASE-00379,CMP-100379,0,0,NORMAL,10,0,0.4167,10,12823.5,0,20,1,,0,1,LOW,1,1,0,0,19,5,0,,TEST,SYNTHETIC
CASE-00380,CMP-100380,0,0,NORMAL,7,0,0.2917,7,9843.43,0,14,1,,0,1,MEDIUM,1,1,0,0,20,5,0,,TRAIN,SYNTHETIC
CASE-00381,CMP-100381,0,0,NORMAL,9,0,0.375,9,15300.89,0,18,1,,0,1,LOW,1,1,0,0,21,5,0,,TRAIN,SYNTHETIC
CASE-00382,CMP-100382,0,0,NORMAL,9,0,0.375,9,7779.56,0,18,1,,0,1,LOW,1,1,0,0,22,5,0,,TRAIN,SYNTHETIC
CASE-00383,CMP-100383,0,0,NORMAL,8,0,0.3333,8,13579.38,0,16,1,,0,1,LOW,1,1,0,0,23,5,0,,TRAIN,SYNTHETIC
CASE-00384,CMP-100384,1,1,DELAYED,8,0,0.3333,8,11581.13,0,16,1,1,0,1,LOW,1,1,0,0,0,6,0,,TRAIN,SYNTHETIC
CASE-00385,CMP-100385,0,0,NORMAL,6,0,0.25,6,11828,0,12,1,,0,1,HIGH,1,1,0,0,1,6,0,,TRAIN,SYNTHETIC
CASE-00386,CMP-100386,1,0,RAPID,9,1,0.375,9,16291,1,18,2,0.8704,1,1,LOW,1,1,0,0,2,6,0,0,TRAIN,SYNTHETIC
CASE-00387,CMP-100387,0,0,NORMAL,8,0,0.3333,8,9974.13,1,16,2,,0,1,LOW,1,1,0,0,3,6,0,,TRAIN,SYNTHETIC
CASE-00388,CMP-100388,0,0,NORMAL,10,0,0.4167,10,9288.5,0,20,1,,0,1,LOW,1,1,0,0,4,6,0,,TRAIN,SYNTHETIC
CASE-00389,CMP-100389,0,0,NORMAL,8,0,0.3333,8,7965.38,1,16,2,,0,1,LOW,1,1,0,0,5,6,0,,TRAIN,SYNTHETIC
CASE-00390,CMP-100390,1,1,MULTI_CANDIDATE,6,0,0.25,6,10487,0,12,1,1,0,1,MEDIUM,1,1,0,0,6,6,0,,TRAIN,SYNTHETIC
CASE-00391,CMP-100391,0,0,NORMAL,6,0,0.25,6,12191.5,1,12,2,,0,1,LOW,1,1,0,0,7,6,0,,TRAIN,SYNTHETIC
CASE-00392,CMP-100392,1,1,MULTI_HOP,13,3,0.5417,4.5882,31671.08,3,24,4,0.6366,0,1,LOW,1,1,0,0,10,6,0,68,TRAIN,SYNTHETIC
CASE-00393,CMP-100393,0,0,NORMAL,9,0,0.375,9,13521.22,0,18,1,,0,1,LOW,1,1,0,0,9,6,0,,TRAIN,SYNTHETIC
CASE-00394,CMP-100394,0,0,NORMAL,10,0,0.4167,10,7964.2,0,20,1,,0,1,LOW,1,1,0,0,10,6,0,,VALIDATION,SYNTHETIC
CASE-00395,CMP-100395,0,0,NORMAL,9,0,0.375,9,11087.56,1,18,2,,0,1,MEDIUM,1,1,0,0,11,6,0,,VALIDATION,SYNTHETIC
CASE-00396,CMP-100396,0,0,NORMAL,10,0,0.4167,10,10741.9,1,20,2,,0,1,HIGH,1,1,0,0,12,6,0,,VALIDATION,SYNTHETIC
CASE-00397,CMP-100397,1,1,MULTI_HOP,12,3,0.5,3.3028,27859.75,3,22,4,0.6225,0,1,LOW,1,1,0,0,16,6,0,155,TEST,SYNTHETIC
CASE-00398,CMP-100398,1,1,PROXIMITY,11,1,0.4583,11,20719.27,1,22,2,0.8687,0,1,LOW,1,1,0,0,14,6,0,0,TEST,SYNTHETIC
CASE-00399,CMP-100399,0,0,NORMAL,9,0,0.375,9,12152.33,0,18,1,,0,1,LOW,1,1,0,0,15,6,0,,TEST,SYNTHETIC
CASE-00400,CMP-100400,0,0,NORMAL,10,0,0.4167,10,10337,1,20,2,,0,1,MEDIUM,1,1,0,0,16,6,0,,TRAIN,SYNTHETIC
CASE-00401,CMP-100401,1,1,RAPID,11,1,0.4583,11,22754.36,1,22,2,0.9321,1,1,LOW,1,1,0,0,17,6,0,0,TRAIN,SYNTHETIC
CASE-00402,CMP-100402,0,0,NORMAL,7,0,0.2917,7,11475.71,0,14,1,,0,1,LOW,1,1,0,0,18,6,0,,TRAIN,SYNTHETIC
CASE-00403,CMP-100403,1,1,PROXIMITY,8,1,0.3333,4.5714,20475.25,1,16,2,0.9325,0,1,LOW,1,1,0,0,20,6,0,0,TRAIN,SYNTHETIC
CASE-00404,CMP-100404,0,0,NORMAL,9,0,0.375,9,12182.11,1,18,2,,0,1,LOW,1,1,0,0,20,6,0,,TRAIN,SYNTHETIC
CASE-00405,CMP-100405,0,0,NORMAL,10,0,0.4167,10,11509.9,0,20,1,,0,1,MEDIUM,1,1,0,0,21,6,0,,TRAIN,SYNTHETIC
CASE-00406,CMP-100406,1,1,RAPID,9,1,0.375,9,13941.44,1,18,2,0.8892,1,1,LOW,1,1,0,0,22,6,0,0,TRAIN,SYNTHETIC
CASE-00407,CMP-100407,0,0,NORMAL,8,0,0.3333,8,14470.75,0,16,1,,0,1,HIGH,1,1,0,0,23,6,0,,TRAIN,SYNTHETIC
CASE-00408,CMP-100408,0,0,NORMAL,7,0,0.2917,7,16338.71,1,14,2,,0,1,LOW,1,1,0,0,0,0,0,,TRAIN,SYNTHETIC
CASE-00409,CMP-100409,1,1,DELAYED,9,1,0.375,0.375,25050.22,1,18,2,0.8899,0,1,LOW,1,1,0,0,1,1,0,0,TRAIN,SYNTHETIC
CASE-00410,CMP-100410,0,0,NORMAL,9,0,0.375,9,11321.11,0,18,1,,0,1,MEDIUM,1,1,0,0,2,0,0,,TRAIN,SYNTHETIC
CASE-00411,CMP-100411,1,1,RAPID,7,1,0.2917,7,14117.29,1,14,2,0.9274,1,1,LOW,1,1,0,0,3,0,0,0,TRAIN,SYNTHETIC
CASE-00412,CMP-100412,1,1,MULTI_HOP,9,3,0.375,1.5836,25292.44,3,16,4,0.5836,0,1,LOW,1,1,0,0,9,0,0,231,TRAIN,SYNTHETIC
CASE-00413,CMP-100413,0,0,NORMAL,10,0,0.4167,10,6998.5,1,20,2,,0,1,LOW,1,1,0,0,5,0,0,,TRAIN,SYNTHETIC
CASE-00414,CMP-100414,1,1,DELAYED,9,0,0.375,9,13564.56,0,18,1,1,0,1,LOW,1,1,0,0,6,0,0,,VALIDATION,SYNTHETIC
CASE-00415,CMP-100415,0,0,NORMAL,9,0,0.375,9,11294.56,0,18,1,,0,1,MEDIUM,1,1,0,0,7,0,0,,VALIDATION,SYNTHETIC
CASE-00416,CMP-100416,0,0,NORMAL,10,0,0.4167,10,10341.4,0,20,1,,0,1,LOW,1,1,0,0,8,0,0,,VALIDATION,SYNTHETIC
CASE-00417,CMP-100417,1,1,MULTI_HOP,10,3,0.4167,1.5831,22393.4,3,18,4,0.7307,0,1,LOW,1,1,0,0,15,0,0,235,TEST,SYNTHETIC
CASE-00418,CMP-100418,1,1,PROXIMITY,11,1,0.4583,4.7143,10668.09,1,22,2,0.9199,0,1,HIGH,1,1,0,0,12,0,0,0,TEST,SYNTHETIC
CASE-00419,CMP-100419,1,1,DELAYED,7,0,0.2917,7,10174.29,0,14,1,1,0,1,LOW,1,1,0,0,11,0,0,,TEST,SYNTHETIC
CASE-00420,CMP-100420,1,1,MULTI_CANDIDATE,9,0,0.375,9,11748.44,0,18,1,1,0,1,MEDIUM,1,1,0,0,12,0,0,,TRAIN,SYNTHETIC
CASE-00421,CMP-100421,0,0,NORMAL,9,0,0.375,9,10047.78,0,18,1,,0,1,LOW,1,1,0,0,13,0,0,,TRAIN,SYNTHETIC
CASE-00422,CMP-100422,0,0,NORMAL,8,0,0.3333,8,7836.25,1,16,2,,0,1,LOW,1,1,0,0,14,0,0,,TRAIN,SYNTHETIC
CASE-00423,CMP-100423,0,0,NORMAL,9,0,0.375,9,8706.44,1,18,2,,0,1,LOW,1,1,0,0,15,0,0,,TRAIN,SYNTHETIC
CASE-00424,CMP-100424,0,0,NORMAL,9,0,0.375,9,15150.11,0,18,1,,0,1,LOW,1,1,0,0,16,0,0,,TRAIN,SYNTHETIC
CASE-00425,CMP-100425,0,0,NORMAL,6,0,0.25,6,13188.17,1,12,2,,0,1,MEDIUM,1,1,0,0,17,0,0,,TRAIN,SYNTHETIC
CASE-00426,CMP-100426,0,0,NORMAL,7,0,0.2917,7,13812.57,1,14,2,,0,1,LOW,1,1,0,0,18,0,0,,TRAIN,SYNTHETIC
CASE-00427,CMP-100427,1,1,MULTI_HOP,10,3,0.4167,1.9355,15085.7,3,18,4,0.7069,0,1,LOW,1,1,0,0,0,1,0,279,TRAIN,SYNTHETIC
CASE-00428,CMP-100428,0,0,NORMAL,7,0,0.2917,7,9967.14,0,14,1,,0,1,LOW,1,1,0,0,20,0,0,,TRAIN,SYNTHETIC
CASE-00429,CMP-100429,0,0,NORMAL,6,0,0.25,6,14105.83,0,12,1,,0,1,HIGH,1,1,0,0,21,0,0,,TRAIN,SYNTHETIC
CASE-00430,CMP-100430,0,0,NORMAL,6,0,0.25,6,12905.83,1,12,2,,0,1,MEDIUM,1,1,0,0,22,0,0,,TRAIN,SYNTHETIC
CASE-00431,CMP-100431,1,1,RAPID,10,1,0.4167,10,19225.2,1,20,2,0.8273,1,1,LOW,1,1,0,0,23,0,0,0,TRAIN,SYNTHETIC
CASE-00432,CMP-100432,1,1,MULTI_HOP,9,3,0.375,1.7035,34010.67,3,16,4,0.6769,0,1,LOW,1,1,0,0,5,1,0,184,TRAIN,SYNTHETIC
CASE-00433,CMP-100433,1,1,PROXIMITY,11,1,0.4583,8.1481,18190.27,1,22,2,0.8374,0,1,LOW,1,1,0,0,2,1,0,0,TRAIN,SYNTHETIC
CASE-00434,CMP-100434,1,1,DELAYED,7,0,0.2917,7,11976.57,0,14,1,1,0,1,LOW,1,1,0,0,2,1,0,,VALIDATION,SYNTHETIC
CASE-00435,CMP-100435,1,1,MULTI_CANDIDATE,10,1,0.4167,10,20771.4,1,20,2,0.9154,0,1,MEDIUM,1,1,0,0,3,1,0,0,VALIDATION,SYNTHETIC
CASE-00436,CMP-100436,1,1,RAPID,8,1,0.3333,8,14185,1,16,2,0.8763,1,1,LOW,1,1,0,0,4,1,0,0,VALIDATION,SYNTHETIC
CASE-00437,CMP-100437,0,0,NORMAL,6,0,0.25,6,9772.83,1,12,2,,0,1,LOW,1,1,0,0,5,1,0,,TEST,SYNTHETIC
CASE-00438,CMP-100438,0,0,NORMAL,10,0,0.4167,10,10449.2,1,20,2,,0,1,LOW,1,1,0,0,6,1,0,,TEST,SYNTHETIC
CASE-00439,CMP-100439,0,0,NORMAL,9,0,0.375,9,9770.22,1,18,2,,0,1,LOW,1,1,0,0,7,1,0,,TEST,SYNTHETIC
CASE-00440,CMP-100440,1,1,MULTI_CANDIDATE,9,1,0.375,4.5378,17075.67,1,18,2,0.9128,0,1,HIGH,1,1,0,0,9,1,0,0,TRAIN,SYNTHETIC
CASE-00441,CMP-100441,0,0,NORMAL,9,0,0.375,9,10820.89,1,18,2,,0,1,LOW,1,1,0,0,9,1,0,,TRAIN,SYNTHETIC
CASE-00442,CMP-100442,1,1,MULTI_HOP,12,3,0.5,2.963,16484.67,3,22,4,0.7086,0,1,LOW,1,1,0,0,14,1,0,184,TRAIN,SYNTHETIC
CASE-00443,CMP-100443,1,1,PROXIMITY,11,1,0.4583,4.9254,14378.36,1,22,2,0.9272,0,1,LOW,1,1,0,0,13,1,0,0,TRAIN,SYNTHETIC
CASE-00444,CMP-100444,1,1,DELAYED,10,1,0.4167,1,17904.5,1,20,2,0.9345,0,1,LOW,1,1,0,0,22,1,0,0,TRAIN,SYNTHETIC
CASE-00445,CMP-100445,1,1,MULTI_CANDIDATE,11,1,0.4583,5.0769,18651.36,1,22,2,0.8229,0,1,MEDIUM,1,1,0,0,15,1,0,0,TRAIN,SYNTHETIC
CASE-00446,CMP-100446,1,1,RAPID,8,1,0.3333,8,25689.13,1,16,2,0.8722,1,1,LOW,1,1,0,0,14,1,0,0,TRAIN,SYNTHETIC
CASE-00447,CMP-100447,0,0,NORMAL,8,0,0.3333,8,10209.38,1,16,2,,0,1,LOW,1,1,0,0,15,1,0,,TRAIN,SYNTHETIC
CASE-00448,CMP-100448,1,1,PROXIMITY,9,1,0.375,3.253,19885.11,1,18,2,0.8304,0,1,LOW,1,1,0,0,18,1,0,0,TRAIN,SYNTHETIC
CASE-00449,CMP-100449,1,0,DELAYED,10,1,0.4167,0.4545,17127.4,1,20,2,0.9194,0,1,LOW,1,1,0,0,15,2,0,0,TRAIN,SYNTHETIC
CASE-00450,CMP-100450,0,0,NORMAL,7,0,0.2917,7,13577.43,1,14,2,,0,1,MEDIUM,1,1,0,0,18,1,0,,TRAIN,SYNTHETIC
CASE-00451,CMP-100451,1,0,RAPID,10,1,0.4167,10,12545.5,1,20,2,0.885,1,1,HIGH,1,1,0,0,19,1,0,0,TRAIN,SYNTHETIC
CASE-00452,CMP-100452,1,1,MULTI_HOP,12,3,0.5,2.1365,15151.67,3,22,4,0.689,0,1,LOW,1,1,0,0,1,2,0,161,TRAIN,SYNTHETIC
CASE-00453,CMP-100453,0,0,NORMAL,9,0,0.375,9,12045.78,1,18,2,,0,1,LOW,1,1,0,0,21,1,0,,TRAIN,SYNTHETIC
CASE-00454,CMP-100454,1,1,DELAYED,8,0,0.3333,8,13767.63,0,16,1,1,0,1,LOW,1,1,0,0,22,1,0,,VALIDATION,SYNTHETIC
CASE-00455,CMP-100455,0,0,NORMAL,10,0,0.4167,10,13079.4,1,20,2,,0,1,MEDIUM,1,1,0,0,23,1,0,,VALIDATION,SYNTHETIC
CASE-00456,CMP-100456,0,0,NORMAL,8,0,0.3333,8,11766,0,16,1,,0,1,LOW,1,1,0,0,0,2,0,,VALIDATION,SYNTHETIC
CASE-00457,CMP-100457,0,0,NORMAL,7,0,0.2917,7,10426.14,1,14,2,,0,1,LOW,1,1,0,0,1,2,0,,TEST,SYNTHETIC
CASE-00458,CMP-100458,0,0,NORMAL,9,0,0.375,9,5573.11,1,18,2,,0,1,LOW,1,1,0,0,2,2,0,,TEST,SYNTHETIC
CASE-00459,CMP-100459,1,1,DELAYED,7,1,0.2917,0.5385,10452.71,1,14,2,0.8636,0,1,LOW,1,1,0,0,16,2,0,0,TEST,SYNTHETIC
CASE-00460,CMP-100460,0,0,NORMAL,7,0,0.2917,7,8666.86,0,14,1,,0,1,MEDIUM,1,1,0,0,4,2,0,,TRAIN,SYNTHETIC
CASE-00461,CMP-100461,1,1,RAPID,8,1,0.3333,8,14901.5,1,16,2,0.8564,1,1,LOW,1,1,0,0,5,2,0,0,TRAIN,SYNTHETIC
CASE-00462,CMP-100462,0,0,NORMAL,7,0,0.2917,7,10297.86,1,14,2,,0,1,HIGH,1,1,0,0,6,2,0,,TRAIN,SYNTHETIC
CASE-00463,CMP-100463,1,1,PROXIMITY,9,1,0.375,4.4628,20520.67,1,18,2,0.8248,0,1,LOW,1,1,0,0,9,2,0,0,TRAIN,SYNTHETIC
CASE-00464,CMP-100464,1,1,DELAYED,6,0,0.25,6,5684.83,0,12,1,1,0,1,LOW,1,1,0,0,8,2,0,,TRAIN,SYNTHETIC
CASE-00465,CMP-100465,1,1,MULTI_CANDIDATE,9,1,0.375,3.375,10715.22,1,18,2,0.8961,0,1,MEDIUM,1,1,0,0,11,2,0,0,TRAIN,SYNTHETIC
