transaction_id,case_id,source_account,destination_account,amount,timestamp,transaction_type,fraud_label,location,risk,source_type
TXN-0003077,CASE-00363,ACC-00577,ACC-01306,2553,2026-01-15T11:45:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0003078,CASE-00363,ACC-00727,ACC-00527,103499,2026-01-16T05:11:00.000Z,TRANSFER,1,Hyderabad,HIGH,SYNTHETIC
TXN-0003079,CASE-00364,ACC-00589,ACC-01320,10660,2026-01-16T00:00:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0003080,CASE-00364,ACC-00590,ACC-01321,10904,2026-01-15T09:57:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003081,CASE-00364,ACC-00591,ACC-01322,19520,2026-01-15T15:54:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003082,CASE-00364,ACC-00592,ACC-01323,9267,2026-01-15T07:51:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003083,CASE-00364,ACC-00593,ACC-01324,9706,2026-01-15T13:48:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0003084,CASE-00364,ACC-00594,ACC-01325,13616,2026-01-16T02:45:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0003085,CASE-00365,ACC-00606,ACC-01339,12011,2026-01-15T15:00:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003086,CASE-00365,ACC-00607,ACC-01340,9980,2026-01-15T20:57:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0003087,CASE-00365,ACC-00608,ACC-01341,13750,2026-01-15T15:54:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0003088,CASE-00365,ACC-00609,ACC-01342,3468,2026-01-16T03:51:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0003089,CASE-00365,ACC-00610,ACC-01343,6506,2026-01-15T19:48:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0003090,CASE-00365,ACC-00611,ACC-01344,18926,2026-01-16T03:45:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0003091,CASE-00365,ACC-00612,ACC-01345,20476,2026-01-16T01:42:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0003092,CASE-00365,ACC-00613,ACC-01346,17232,2026-01-15T09:39:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0003093,CASE-00365,ACC-00614,ACC-01347,11055,2026-01-15T09:36:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003094,CASE-00365,ACC-00615,ACC-01348,8358,2026-01-15T10:33:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0003095,CASE-00366,ACC-00623,ACC-01358,9610,2026-01-16T02:00:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0003096,CASE-00366,ACC-00624,ACC-01359,18463,2026-01-15T18:57:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0003097,CASE-00366,ACC-00625,ACC-01360,18612,2026-01-16T04:54:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0003098,CASE-00366,ACC-00626,ACC-01361,21311,2026-01-15T19:51:00.000Z,UPI,0,Vijayawada,LOW,SYNTHETIC
TXN-0003099,CASE-00366,ACC-00627,ACC-01362,19437,2026-01-15T15:48:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003100,CASE-00366,ACC-00628,ACC-01363,14247,2026-01-15T10:45:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0003101,CASE-00366,ACC-00629,ACC-01364,5846,2026-01-16T00:42:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003102,CASE-00366,ACC-00630,ACC-01365,13830,2026-01-15T15:39:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003103,CASE-00367,ACC-00640,ACC-01377,15208,2026-01-15T16:00:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0003104,CASE-00367,ACC-00641,ACC-01378,3758,2026-01-15T23:57:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0003105,CASE-00367,ACC-00642,ACC-01379,11658,2026-01-16T05:54:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003106,CASE-00367,ACC-00643,ACC-01380,13937,2026-01-16T05:51:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0003107,CASE-00367,ACC-00644,ACC-01381,17596,2026-01-16T00:48:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003108,CASE-00367,ACC-00645,ACC-01382,823,2026-01-16T05:45:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003109,CASE-00367,ACC-00646,ACC-01383,7600,2026-01-15T11:42:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0003110,CASE-00367,ACC-00647,ACC-01384,13240,2026-01-16T03:39:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003111,CASE-00367,ACC-00735,ACC-00579,15821,2026-01-16T07:40:00.000Z,IMPS,1,Chennai,MEDIUM,SYNTHETIC
TXN-0003112,CASE-00367,ACC-00579,ACC-00580,13084,2026-01-16T08:28:00.000Z,NEFT,1,Chennai,MEDIUM,SYNTHETIC
TXN-0003113,CASE-00368,ACC-00657,ACC-01396,5807,2026-01-16T02:00:00.000Z,NEFT,0,Bengaluru,LOW,SYNTHETIC
TXN-0003114,CASE-00368,ACC-00658,ACC-01397,8579,2026-01-16T02:57:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0003115,CASE-00368,ACC-00659,ACC-01398,4973,2026-01-15T16:54:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0003116,CASE-00368,ACC-00660,ACC-01399,10038,2026-01-15T22:51:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0003117,CASE-00368,ACC-00661,ACC-01400,12646,2026-01-16T03:48:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0003118,CASE-00368,ACC-00662,ACC-00001,20660,2026-01-15T18:45:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0003119,CASE-00368,ACC-00663,ACC-00002,5055,2026-01-15T16:42:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0003120,CASE-00368,ACC-00664,ACC-00003,14354,2026-01-15T23:39:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0003121,CASE-00368,ACC-00665,ACC-00004,18485,2026-01-16T00:36:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0003122,CASE-00368,ACC-00666,ACC-00005,17634,2026-01-16T04:33:00.000Z,NEFT,0,Bengaluru,LOW,SYNTHETIC
TXN-0003123,CASE-00368,ACC-00737,ACC-00592,110242,2026-01-16T10:45:00.000Z,NEFT,1,Bengaluru,HIGH,SYNTHETIC
TXN-0003124,CASE-00369,ACC-00674,ACC-00015,12069,2026-01-15T20:00:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0003125,CASE-00369,ACC-00675,ACC-00016,19009,2026-01-15T20:57:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0003126,CASE-00369,ACC-00676,ACC-00017,5107,2026-01-15T18:54:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0003127,CASE-00369,ACC-00677,ACC-00018,11381,2026-01-16T05:51:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0003128,CASE-00369,ACC-00678,ACC-00019,4659,2026-01-16T03:48:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0003129,CASE-00369,ACC-00679,ACC-00020,12266,2026-01-16T07:45:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0003130,CASE-00369,ACC-00680,ACC-00021,21333,2026-01-15T18:42:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0003131,CASE-00369,ACC-00681,ACC-00022,13805,2026-01-15T13:39:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0003132,CASE-00369,ACC-00682,ACC-00023,17586,2026-01-15T13:36:00.000Z,NEFT,0,Hyderabad,LOW,SYNTHETIC
TXN-0003133,CASE-00370,ACC-00691,ACC-00034,3456,2026-01-16T09:00:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0003134,CASE-00370,ACC-00692,ACC-00035,3494,2026-01-15T22:57:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0003135,CASE-00370,ACC-00693,ACC-00036,15858,2026-01-16T08:54:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0003136,CASE-00370,ACC-00694,ACC-00037,12529,2026-01-16T05:51:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003137,CASE-00370,ACC-00695,ACC-00038,15809,2026-01-15T20:48:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003138,CASE-00370,ACC-00696,ACC-00039,6099,2026-01-16T08:45:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003139,CASE-00370,ACC-00697,ACC-00040,19785,2026-01-15T22:42:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003140,CASE-00371,ACC-00708,ACC-00053,18802,2026-01-15T20:00:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0003141,CASE-00371,ACC-00709,ACC-00054,18993,2026-01-15T16:57:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0003142,CASE-00371,ACC-00710,ACC-00055,12093,2026-01-16T00:54:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003143,CASE-00371,ACC-00711,ACC-00056,11713,2026-01-16T00:51:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003144,CASE-00371,ACC-00712,ACC-00057,17745,2026-01-16T00:48:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0003145,CASE-00371,ACC-00713,ACC-00058,5121,2026-01-15T17:45:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0003146,CASE-00371,ACC-00714,ACC-00059,19295,2026-01-16T04:42:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003147,CASE-00371,ACC-00743,ACC-00631,65975,2026-01-16T11:10:00.000Z,TRANSFER,1,Pune,MEDIUM,SYNTHETIC
TXN-0003148,CASE-00372,ACC-00725,ACC-00072,3262,2026-01-15T22:00:00.000Z,UPI,0,Vijayawada,LOW,SYNTHETIC
TXN-0003149,CASE-00372,ACC-00726,ACC-00073,5173,2026-01-15T22:57:00.000Z,UPI,0,Vijayawada,LOW,SYNTHETIC
TXN-0003150,CASE-00372,ACC-00727,ACC-00074,14532,2026-01-15T19:54:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0003151,CASE-00372,ACC-00728,ACC-00075,21514,2026-01-16T09:51:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003152,CASE-00372,ACC-00729,ACC-00076,4939,2026-01-16T06:48:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0003153,CASE-00372,ACC-00730,ACC-00077,7680,2026-01-16T07:45:00.000Z,UPI,0,Vijayawada,LOW,SYNTHETIC
TXN-0003154,CASE-00372,ACC-00731,ACC-00078,19655,2026-01-15T23:42:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003155,CASE-00372,ACC-00732,ACC-00079,21066,2026-01-15T16:39:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0003156,CASE-00372,ACC-00733,ACC-00080,18660,2026-01-15T20:36:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0003157,CASE-00373,ACC-00742,ACC-00091,4914,2026-01-16T09:00:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003158,CASE-00373,ACC-00743,ACC-00092,21370,2026-01-15T22:57:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0003159,CASE-00373,ACC-00744,ACC-00093,20862,2026-01-16T11:54:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003160,CASE-00373,ACC-00745,ACC-00094,9806,2026-01-15T21:51:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003161,CASE-00373,ACC-00746,ACC-00095,12286,2026-01-16T10:48:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0003162,CASE-00373,ACC-00747,ACC-00096,4717,2026-01-15T18:45:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003163,CASE-00373,ACC-00748,ACC-00097,13642,2026-01-16T07:42:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0003164,CASE-00373,ACC-00749,ACC-00098,783,2026-01-15T17:39:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0003165,CASE-00373,ACC-00750,ACC-00099,6675,2026-01-16T09:36:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0003166,CASE-00373,ACC-00751,ACC-00100,17115,2026-01-15T17:33:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003167,CASE-00373,ACC-00747,ACC-00657,84634,2026-01-16T14:32:00.000Z,NEFT,1,Chennai,HIGH,SYNTHETIC
TXN-0003168,CASE-00374,ACC-00759,ACC-00110,21909,2026-01-16T01:00:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0003169,CASE-00374,ACC-00760,ACC-00111,2109,2026-01-15T19:57:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0003170,CASE-00374,ACC-00761,ACC-00112,17885,2026-01-15T17:54:00.000Z,NEFT,0,Bengaluru,LOW,SYNTHETIC
TXN-0003171,CASE-00374,ACC-00762,ACC-00113,17293,2026-01-16T01:51:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0003172,CASE-00374,ACC-00763,ACC-00114,19132,2026-01-16T03:48:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0003173,CASE-00374,ACC-00764,ACC-00115,14954,2026-01-16T12:45:00.000Z,NEFT,0,Bengaluru,LOW,SYNTHETIC
TXN-0003174,CASE-00374,ACC-00765,ACC-00116,21624,2026-01-15T17:42:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0003175,CASE-00375,ACC-00776,ACC-00129,2531,2026-01-16T04:00:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0003176,CASE-00375,ACC-00777,ACC-00130,5907,2026-01-15T22:57:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0003177,CASE-00375,ACC-00778,ACC-00131,3609,2026-01-16T05:54:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0003178,CASE-00375,ACC-00779,ACC-00132,12910,2026-01-16T13:51:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0003179,CASE-00375,ACC-00780,ACC-00133,6469,2026-01-16T10:48:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0003180,CASE-00375,ACC-00781,ACC-00134,20235,2026-01-16T03:45:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0003181,CASE-00375,ACC-00782,ACC-00135,19683,2026-01-16T13:42:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0003182,CASE-00375,ACC-00783,ACC-00136,4599,2026-01-15T22:39:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0003183,CASE-00375,ACC-00784,ACC-00137,11992,2026-01-16T03:36:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0003184,CASE-00375,ACC-00785,ACC-00138,9977,2026-01-16T02:33:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0003185,CASE-00376,ACC-00793,ACC-00148,8655,2026-01-16T06:00:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0003186,CASE-00376,ACC-00794,ACC-00149,13003,2026-01-16T08:57:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0003187,CASE-00376,ACC-00795,ACC-00150,8255,2026-01-16T00:54:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0003188,CASE-00376,ACC-00796,ACC-00151,7061,2026-01-16T05:51:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003189,CASE-00376,ACC-00797,ACC-00152,18707,2026-01-16T02:48:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0003190,CASE-00376,ACC-00798,ACC-00153,12409,2026-01-16T12:45:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0003191,CASE-00376,ACC-00799,ACC-00154,9867,2026-01-16T04:42:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0003192,CASE-00376,ACC-00800,ACC-00155,19200,2026-01-15T21:39:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003193,CASE-00376,ACC-00801,ACC-00156,11042,2026-01-16T13:36:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0003194,CASE-00376,ACC-00753,ACC-00696,22649,2026-01-16T16:02:00.000Z,UPI,1,Coimbatore,MEDIUM,SYNTHETIC
TXN-0003195,CASE-00377,ACC-00810,ACC-00167,18571,2026-01-16T01:00:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003196,CASE-00377,ACC-00811,ACC-00168,3127,2026-01-16T09:57:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003197,CASE-00377,ACC-00812,ACC-00169,20904,2026-01-16T04:54:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003198,CASE-00377,ACC-00813,ACC-00170,6410,2026-01-16T07:51:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003199,CASE-00377,ACC-00814,ACC-00171,11246,2026-01-16T00:48:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0003200,CASE-00377,ACC-00815,ACC-00172,20324,2026-01-16T06:45:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003201,CASE-00377,ACC-00816,ACC-00173,17515,2026-01-15T20:42:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0003202,CASE-00377,ACC-00817,ACC-00174,15081,2026-01-16T09:39:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0003203,CASE-00377,ACC-00818,ACC-00175,8349,2026-01-15T23:36:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0003204,CASE-00378,ACC-00827,ACC-00186,1991,2026-01-16T00:00:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0003205,CASE-00378,ACC-00828,ACC-00187,7535,2026-01-16T06:57:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0003206,CASE-00378,ACC-00829,ACC-00188,20676,2026-01-15T21:54:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003207,CASE-00378,ACC-00830,ACC-00189,10802,2026-01-15T21:51:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003208,CASE-00378,ACC-00831,ACC-00190,5488,2026-01-16T03:48:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0003209,CASE-00378,ACC-00832,ACC-00191,14708,2026-01-16T13:45:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0003210,CASE-00378,ACC-00833,ACC-00192,7908,2026-01-16T08:42:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003211,CASE-00378,ACC-00834,ACC-00193,10500,2026-01-16T07:39:00.000Z,UPI,0,Vijayawada,LOW,SYNTHETIC
TXN-0003212,CASE-00379,ACC-00844,ACC-00205,10050,2026-01-15T23:00:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0003213,CASE-00379,ACC-00845,ACC-00206,12177,2026-01-16T01:57:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003214,CASE-00379,ACC-00846,ACC-00207,18521,2026-01-16T14:54:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0003215,CASE-00379,ACC-00847,ACC-00208,18571,2026-01-16T16:51:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0003216,CASE-00379,ACC-00848,ACC-00209,11296,2026-01-16T13:48:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0003217,CASE-00379,ACC-00849,ACC-00210,8753,2026-01-16T02:45:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0003218,CASE-00379,ACC-00850,ACC-00211,15534,2026-01-16T10:42:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0003219,CASE-00379,ACC-00851,ACC-00212,9855,2026-01-16T10:39:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0003220,CASE-00379,ACC-00852,ACC-00213,16594,2026-01-16T03:36:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0003221,CASE-00379,ACC-00853,ACC-00214,6884,2026-01-16T02:33:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0003222,CASE-00380,ACC-00861,ACC-00224,7992,2026-01-16T13:00:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0003223,CASE-00380,ACC-00862,ACC-00225,17901,2026-01-16T05:57:00.000Z,NEFT,0,Bengaluru,LOW,SYNTHETIC
TXN-0003224,CASE-00380,ACC-00863,ACC-00226,1163,2026-01-16T11:54:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0003225,CASE-00380,ACC-00864,ACC-00227,1230,2026-01-16T04:51:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0003226,CASE-00380,ACC-00865,ACC-00228,13150,2026-01-16T09:48:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0003227,CASE-00380,ACC-00866,ACC-00229,16066,2026-01-16T15:45:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0003228,CASE-00380,ACC-00867,ACC-00230,11402,2026-01-16T06:42:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0003229,CASE-00381,ACC-00878,ACC-00243,9484,2026-01-16T05:00:00.000Z,NEFT,0,Hyderabad,LOW,SYNTHETIC
TXN-0003230,CASE-00381,ACC-00879,ACC-00244,20996,2026-01-16T10:57:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0003231,CASE-00381,ACC-00880,ACC-00245,15991,2026-01-16T15:54:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0003232,CASE-00381,ACC-00881,ACC-00246,19541,2026-01-16T13:51:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0003233,CASE-00381,ACC-00882,ACC-00247,18457,2026-01-16T19:48:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0003234,CASE-00381,ACC-00883,ACC-00248,17344,2026-01-16T11:45:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0003235,CASE-00381,ACC-00884,ACC-00249,12764,2026-01-16T07:42:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0003236,CASE-00381,ACC-00885,ACC-00250,20780,2026-01-16T07:39:00.000Z,NEFT,0,Hyderabad,LOW,SYNTHETIC
TXN-0003237,CASE-00381,ACC-00886,ACC-00251,2351,2026-01-16T08:36:00.000Z,NEFT,0,Hyderabad,LOW,SYNTHETIC
TXN-0003238,CASE-00382,ACC-00895,ACC-00262,2168,2026-01-16T09:00:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0003239,CASE-00382,ACC-00896,ACC-00263,2046,2026-01-16T06:57:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0003240,CASE-00382,ACC-00897,ACC-00264,20818,2026-01-16T09:54:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0003241,CASE-00382,ACC-00898,ACC-00265,6734,2026-01-16T09:51:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0003242,CASE-00382,ACC-00899,ACC-00266,4157,2026-01-16T13:48:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0003243,CASE-00382,ACC-00900,ACC-00267,13087,2026-01-16T11:45:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0003244,CASE-00382,ACC-00901,ACC-00268,2541,2026-01-16T02:42:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0003245,CASE-00382,ACC-00902,ACC-00269,9770,2026-01-16T14:39:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0003246,CASE-00382,ACC-00903,ACC-00270,8695,2026-01-16T16:36:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0003247,CASE-00383,ACC-00912,ACC-00281,11210,2026-01-16T15:00:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003248,CASE-00383,ACC-00913,ACC-00282,9083,2026-01-16T07:57:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0003249,CASE-00383,ACC-00914,ACC-00283,16915,2026-01-16T16:54:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0003250,CASE-00383,ACC-00915,ACC-00284,20195,2026-01-16T10:51:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0003251,CASE-00383,ACC-00916,ACC-00285,14178,2026-01-16T21:48:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0003252,CASE-00383,ACC-00917,ACC-00286,18429,2026-01-16T10:45:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0003253,CASE-00383,ACC-00918,ACC-00287,6677,2026-01-16T06:42:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0003254,CASE-00383,ACC-00919,ACC-00288,11948,2026-01-16T06:39:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0003255,CASE-00384,ACC-00929,ACC-00300,13524,2026-01-16T14:00:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003256,CASE-00384,ACC-00930,ACC-00301,11792,2026-01-16T06:57:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0003257,CASE-00384,ACC-00931,ACC-00302,2333,2026-01-16T09:54:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0003258,CASE-00384,ACC-00932,ACC-00303,13525,2026-01-16T10:51:00.000Z,UPI,0,Vijayawada,LOW,SYNTHETIC
TXN-0003259,CASE-00384,ACC-00933,ACC-00304,20750,2026-01-16T03:48:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0003260,CASE-00384,ACC-00934,ACC-00305,2503,2026-01-16T20:45:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
