case_id,candidate_atm_id,distance_from_last_activity,distance_from_previous_withdrawal,regional_match,time_compatibility,historical_area_score,is_actual_withdrawal,split,source_type
CASE-00327,ATM-027,6.31,4.67,1,0.752,0.101,0,TRAIN,SYNTHETIC
CASE-00327,ATM-021,7.1,7.9,1,0.696,0.047,0,TRAIN,SYNTHETIC
CASE-00327,ATM-081,7.72,10.87,1,0.697,0.493,0,TRAIN,SYNTHETIC
CASE-00327,ATM-032,503.43,300.66,0,0.988,0.697,1,TRAIN,SYNTHETIC
CASE-00328,ATM-046,1.99,2.11,1,0.521,0.538,0,TRAIN,SYNTHETIC
CASE-00328,ATM-040,2.48,3.53,1,0.588,0.692,0,TRAIN,SYNTHETIC
CASE-00328,ATM-064,2.56,3.04,1,0.671,0.804,0,TRAIN,SYNTHETIC
CASE-00328,ATM-094,2.91,2.96,1,0.717,0.878,0,TRAIN,SYNTHETIC
CASE-00328,ATM-112,5.05,5.18,1,0.584,0.182,0,TRAIN,SYNTHETIC
CASE-00328,ATM-004,6.3,7.76,1,0.958,0.078,0,TRAIN,SYNTHETIC
CASE-00328,ATM-088,7.76,7.09,1,0.914,0.975,0,TRAIN,SYNTHETIC
CASE-00328,ATM-058,8.21,11.84,1,0.868,0.646,0,TRAIN,SYNTHETIC
CASE-00329,ATM-119,1.38,1.44,1,0.67,0.648,0,TRAIN,SYNTHETIC
CASE-00329,ATM-077,2.57,3.45,1,0.783,0.525,0,TRAIN,SYNTHETIC
CASE-00329,ATM-041,4.57,5.23,1,0.45,0.61,0,TRAIN,SYNTHETIC
CASE-00329,ATM-053,6.91,5.91,1,0.724,0.037,0,TRAIN,SYNTHETIC
CASE-00329,ATM-017,7.17,9.34,1,0.952,0.754,0,TRAIN,SYNTHETIC
CASE-00329,ATM-101,8.31,6.88,1,0.456,0.606,0,TRAIN,SYNTHETIC
CASE-00329,ATM-059,8.94,10.37,1,0.618,0.931,0,TRAIN,SYNTHETIC
CASE-00329,ATM-005,8.96,5.97,1,0.547,0.991,0,TRAIN,SYNTHETIC
CASE-00330,ATM-120,1.22,1.07,1,0.486,0.411,0,TRAIN,SYNTHETIC
CASE-00330,ATM-078,2.38,2.53,1,0.813,0.575,0,TRAIN,SYNTHETIC
CASE-00330,ATM-018,4.57,2.86,1,0.645,0.87,0,TRAIN,SYNTHETIC
CASE-00330,ATM-072,5.09,6.65,1,0.558,0.918,0,TRAIN,SYNTHETIC
CASE-00330,ATM-048,6.51,8.56,1,0.613,0.511,0,TRAIN,SYNTHETIC
CASE-00330,ATM-042,6.91,6.32,1,0.726,0.654,0,TRAIN,SYNTHETIC
CASE-00330,ATM-024,6.94,4.8,1,0.705,0.562,0,TRAIN,SYNTHETIC
CASE-00330,ATM-041,750.84,737.25,0,0.616,0.43,1,TRAIN,SYNTHETIC
CASE-00331,ATM-001,2.76,2.41,1,0.814,0.661,0,TRAIN,SYNTHETIC
CASE-00331,ATM-073,3.01,3.48,1,0.681,0.26,0,TRAIN,SYNTHETIC
CASE-00331,ATM-103,4.3,3.68,1,0.925,0.636,0,TRAIN,SYNTHETIC
CASE-00331,ATM-043,5.15,3.32,1,0.665,0.966,0,TRAIN,SYNTHETIC
CASE-00331,ATM-115,5.3,6.39,1,0.792,0.104,0,TRAIN,SYNTHETIC
CASE-00331,ATM-085,7.22,7.97,1,0.767,0.454,0,TRAIN,SYNTHETIC
CASE-00331,ATM-025,7.23,5.34,1,0.674,0.443,0,TRAIN,SYNTHETIC
CASE-00331,ATM-030,392.8,375.14,0,0.973,0.196,1,TRAIN,SYNTHETIC
CASE-00332,ATM-020,2.69,2.96,1,0.883,0.894,0,TRAIN,SYNTHETIC
CASE-00332,ATM-086,2.9,3.13,1,0.524,0.92,0,TRAIN,SYNTHETIC
CASE-00332,ATM-032,3.44,4.39,1,0.995,0.087,0,TRAIN,SYNTHETIC
CASE-00332,ATM-074,4.87,3.12,1,0.657,0.103,0,TRAIN,SYNTHETIC
CASE-00332,ATM-116,5.43,6.44,1,0.661,0.707,0,TRAIN,SYNTHETIC
CASE-00332,ATM-110,6.49,4.5,1,0.626,0.654,0,TRAIN,SYNTHETIC
CASE-00332,ATM-080,6.52,3.66,1,0.588,0.989,0,TRAIN,SYNTHETIC
CASE-00332,ATM-094,230.44,152.32,0,0.94,0.477,1,TRAIN,SYNTHETIC
CASE-00333,ATM-099,4.13,3.2,1,0.776,0.439,0,TRAIN,SYNTHETIC
CASE-00333,ATM-075,4.56,6.27,1,0.981,0.99,0,TRAIN,SYNTHETIC
CASE-00333,ATM-009,5.24,7.05,1,0.834,0.681,0,TRAIN,SYNTHETIC
CASE-00333,ATM-105,5.66,7.45,1,0.76,0.749,0,TRAIN,SYNTHETIC
CASE-00333,ATM-027,6.31,4.12,1,0.667,0.439,0,TRAIN,SYNTHETIC
CASE-00333,ATM-021,7.1,4.01,1,0.679,0.371,0,TRAIN,SYNTHETIC
CASE-00333,ATM-081,7.72,8.59,1,0.817,0.108,0,TRAIN,SYNTHETIC
CASE-00333,ATM-003,7.98,8.38,1,0.825,0.852,0,TRAIN,SYNTHETIC
CASE-00334,ATM-046,1.99,1.36,1,0.579,0.761,0,VALIDATION,SYNTHETIC
CASE-00334,ATM-040,2.48,3.26,1,0.722,0.996,0,VALIDATION,SYNTHETIC
CASE-00334,ATM-064,2.56,1.51,1,0.784,0.635,0,VALIDATION,SYNTHETIC
CASE-00334,ATM-094,2.91,2.99,1,0.921,0.366,0,VALIDATION,SYNTHETIC
CASE-00334,ATM-112,5.05,4.42,1,0.65,0.554,0,VALIDATION,SYNTHETIC
CASE-00334,ATM-004,6.3,5.91,1,0.945,0.742,0,VALIDATION,SYNTHETIC
CASE-00334,ATM-088,7.76,9.72,1,0.5,0.476,0,VALIDATION,SYNTHETIC
CASE-00334,ATM-074,227.7,129.94,0,0.836,0.503,1,VALIDATION,SYNTHETIC
CASE-00335,ATM-119,1.38,1.07,1,0.723,0.055,0,VALIDATION,SYNTHETIC
CASE-00335,ATM-077,2.57,1.51,1,0.781,0.361,0,VALIDATION,SYNTHETIC
CASE-00335,ATM-041,4.57,6.38,1,0.541,0.309,0,VALIDATION,SYNTHETIC
CASE-00335,ATM-053,6.91,8.15,1,0.717,0.813,0,VALIDATION,SYNTHETIC
CASE-00335,ATM-017,7.17,7.73,1,0.477,0.45,0,VALIDATION,SYNTHETIC
CASE-00335,ATM-101,8.31,9.88,1,0.629,0.068,0,VALIDATION,SYNTHETIC
CASE-00335,ATM-059,8.94,6.84,1,0.502,0.71,0,VALIDATION,SYNTHETIC
CASE-00335,ATM-109,915.06,943.92,0,0.834,0.772,1,VALIDATION,SYNTHETIC
CASE-00336,ATM-120,1.22,0.86,1,0.798,0.651,0,VALIDATION,SYNTHETIC
CASE-00336,ATM-078,2.38,1.75,1,0.81,0.685,0,VALIDATION,SYNTHETIC
CASE-00336,ATM-018,4.57,5.74,1,0.553,0.894,0,VALIDATION,SYNTHETIC
CASE-00336,ATM-072,5.09,5.35,1,0.873,0.829,0,VALIDATION,SYNTHETIC
CASE-00336,ATM-048,6.51,7.21,1,0.909,0.549,0,VALIDATION,SYNTHETIC
CASE-00336,ATM-042,6.91,6.54,1,0.571,0.453,0,VALIDATION,SYNTHETIC
CASE-00336,ATM-024,6.94,5.45,1,0.93,0.491,0,VALIDATION,SYNTHETIC
CASE-00336,ATM-027,247.41,136.64,0,0.712,0.1,1,VALIDATION,SYNTHETIC
CASE-00337,ATM-001,2.76,2.65,1,0.69,0.931,0,TEST,SYNTHETIC
CASE-00337,ATM-073,3.01,3.52,1,0.701,0.238,0,TEST,SYNTHETIC
CASE-00337,ATM-103,4.3,3.64,1,0.463,0.055,0,TEST,SYNTHETIC
CASE-00337,ATM-043,5.15,6.37,1,0.999,0.62,0,TEST,SYNTHETIC
CASE-00337,ATM-115,5.3,6.04,1,0.492,0.943,0,TEST,SYNTHETIC
CASE-00337,ATM-085,7.22,7.36,1,0.992,0.244,0,TEST,SYNTHETIC
CASE-00337,ATM-025,7.23,9.03,1,0.599,0.307,0,TEST,SYNTHETIC
CASE-00337,ATM-067,7.39,9.65,1,0.879,0.215,0,TEST,SYNTHETIC
CASE-00338,ATM-020,2.69,3.38,1,0.817,0.522,0,TEST,SYNTHETIC
CASE-00338,ATM-086,2.9,1.62,1,0.933,0.832,0,TEST,SYNTHETIC
CASE-00338,ATM-032,3.44,4.26,1,0.563,0.998,0,TEST,SYNTHETIC
CASE-00338,ATM-074,4.87,5.15,1,0.775,0.793,0,TEST,SYNTHETIC
CASE-00338,ATM-116,5.43,6.18,1,0.702,0.788,0,TEST,SYNTHETIC
CASE-00338,ATM-110,6.49,5.12,1,0.59,0.036,0,TEST,SYNTHETIC
CASE-00338,ATM-080,6.52,6.53,1,0.628,0.269,0,TEST,SYNTHETIC
CASE-00338,ATM-008,7.41,7.28,1,0.905,0.547,0,TEST,SYNTHETIC
CASE-00339,ATM-099,4.13,2.62,1,0.869,0.444,0,TEST,SYNTHETIC
CASE-00339,ATM-075,4.56,4.51,1,0.894,0.985,0,TEST,SYNTHETIC
CASE-00339,ATM-009,5.24,4.23,1,0.643,0.782,0,TEST,SYNTHETIC
CASE-00339,ATM-105,5.66,4.67,1,0.564,0.383,0,TEST,SYNTHETIC
CASE-00339,ATM-027,6.31,5.38,1,0.759,0.344,0,TEST,SYNTHETIC
CASE-00339,ATM-021,7.1,6.13,1,0.79,0.929,0,TEST,SYNTHETIC
CASE-00339,ATM-081,7.72,10.85,1,0.905,0.595,0,TEST,SYNTHETIC
CASE-00339,ATM-063,12.08,15.95,1,0.555,0.456,1,TEST,SYNTHETIC
CASE-00340,ATM-046,1.99,2.77,1,0.742,0.912,0,TRAIN,SYNTHETIC
CASE-00340,ATM-040,2.48,2.75,1,0.773,0.032,0,TRAIN,SYNTHETIC
CASE-00340,ATM-064,2.56,2.74,1,0.602,0.661,0,TRAIN,SYNTHETIC
CASE-00340,ATM-094,2.91,3.47,1,0.991,0.214,0,TRAIN,SYNTHETIC
CASE-00340,ATM-112,5.05,5.38,1,0.979,0.703,0,TRAIN,SYNTHETIC
CASE-00340,ATM-004,6.3,3.52,1,0.514,0.041,0,TRAIN,SYNTHETIC
CASE-00340,ATM-088,7.76,6.71,1,0.546,0.736,0,TRAIN,SYNTHETIC
CASE-00340,ATM-058,8.21,8.75,1,0.966,0.932,0,TRAIN,SYNTHETIC
CASE-00341,ATM-119,1.38,1.33,1,0.512,0.521,0,TRAIN,SYNTHETIC
CASE-00341,ATM-077,2.57,2.05,1,0.899,0.645,0,TRAIN,SYNTHETIC
CASE-00341,ATM-041,4.57,6.57,1,0.988,0.176,0,TRAIN,SYNTHETIC
CASE-00341,ATM-053,6.91,6.52,1,0.811,0.644,0,TRAIN,SYNTHETIC
CASE-00341,ATM-017,7.17,6.44,1,0.739,0.633,0,TRAIN,SYNTHETIC
CASE-00341,ATM-101,8.31,4.88,1,0.752,0.336,0,TRAIN,SYNTHETIC
CASE-00341,ATM-059,8.94,6.08,1,0.852,0.627,0,TRAIN,SYNTHETIC
CASE-00341,ATM-005,8.96,7.78,1,0.673,0.706,0,TRAIN,SYNTHETIC
CASE-00342,ATM-120,1.22,0.81,1,0.52,0.973,0,TRAIN,SYNTHETIC
CASE-00342,ATM-078,2.38,1.58,1,0.545,0.205,0,TRAIN,SYNTHETIC
CASE-00342,ATM-018,4.57,5.53,1,0.953,0.759,0,TRAIN,SYNTHETIC
CASE-00342,ATM-072,5.09,4.01,1,0.496,0.245,0,TRAIN,SYNTHETIC
CASE-00342,ATM-048,6.51,7.87,1,0.516,0.9,0,TRAIN,SYNTHETIC
CASE-00342,ATM-042,6.91,6.7,1,0.995,0.617,0,TRAIN,SYNTHETIC
CASE-00342,ATM-024,6.94,8.24,1,0.87,0.369,0,TRAIN,SYNTHETIC
CASE-00342,ATM-066,7.01,5.69,1,0.761,0.345,0,TRAIN,SYNTHETIC
CASE-00343,ATM-001,2.76,1.72,1,0.521,0.38,0,TRAIN,SYNTHETIC
CASE-00343,ATM-073,3.01,1.7,1,0.781,0.657,0,TRAIN,SYNTHETIC
CASE-00343,ATM-103,4.3,4.79,1,0.547,0.333,0,TRAIN,SYNTHETIC
CASE-00343,ATM-043,5.15,5.79,1,0.493,0.133,0,TRAIN,SYNTHETIC
CASE-00343,ATM-115,5.3,6.57,1,0.63,0.3,0,TRAIN,SYNTHETIC
CASE-00343,ATM-085,7.22,8.19,1,0.454,0.601,0,TRAIN,SYNTHETIC
CASE-00343,ATM-025,7.23,7.36,1,0.986,0.933,0,TRAIN,SYNTHETIC
CASE-00343,ATM-067,7.39,4.68,1,0.975,0.629,0,TRAIN,SYNTHETIC
CASE-00344,ATM-020,2.69,1.96,1,0.492,0.033,0,TRAIN,SYNTHETIC
CASE-00344,ATM-086,2.9,3.99,1,0.971,0.318,0,TRAIN,SYNTHETIC
CASE-00344,ATM-032,3.44,2.97,1,0.456,0.101,0,TRAIN,SYNTHETIC
CASE-00344,ATM-074,4.87,3.02,1,0.62,0.757,0,TRAIN,SYNTHETIC
CASE-00344,ATM-116,5.43,4.96,1,0.949,0.375,0,TRAIN,SYNTHETIC
CASE-00344,ATM-110,6.49,3.7,1,0.535,0.411,0,TRAIN,SYNTHETIC
CASE-00344,ATM-080,6.52,5.63,1,0.503,0.149,0,TRAIN,SYNTHETIC
CASE-00344,ATM-008,7.41,6.69,1,0.581,0.646,0,TRAIN,SYNTHETIC
CASE-00345,ATM-099,4.13,4.22,1,0.577,0.417,0,TRAIN,SYNTHETIC
CASE-00345,ATM-075,4.56,4.87,1,0.865,0.869,0,TRAIN,SYNTHETIC
CASE-00345,ATM-009,5.24,6.94,1,0.834,0.2,0,TRAIN,SYNTHETIC
CASE-00345,ATM-105,5.66,4.46,1,0.96,0.255,0,TRAIN,SYNTHETIC
CASE-00345,ATM-027,6.31,4.9,1,0.94,0.263,0,TRAIN,SYNTHETIC
CASE-00345,ATM-021,7.1,6.94,1,0.881,0.27,0,TRAIN,SYNTHETIC
CASE-00345,ATM-081,7.72,8.55,1,0.751,0.406,0,TRAIN,SYNTHETIC
CASE-00345,ATM-003,7.98,9.47,1,0.844,0.526,0,TRAIN,SYNTHETIC
CASE-00346,ATM-046,1.99,2.88,1,0.887,0.656,0,TRAIN,SYNTHETIC
CASE-00346,ATM-040,2.48,3.04,1,0.839,0.377,0,TRAIN,SYNTHETIC
CASE-00346,ATM-064,2.56,1.55,1,0.996,0.615,0,TRAIN,SYNTHETIC
CASE-00346,ATM-094,2.91,2.7,1,0.858,0.789,0,TRAIN,SYNTHETIC
CASE-00346,ATM-112,5.05,6,1,0.663,0.82,0,TRAIN,SYNTHETIC
CASE-00346,ATM-004,6.3,7.17,1,0.832,0.915,0,TRAIN,SYNTHETIC
CASE-00346,ATM-088,7.76,11.17,1,0.455,0.604,0,TRAIN,SYNTHETIC
CASE-00346,ATM-058,8.21,8.39,1,0.742,0.707,0,TRAIN,SYNTHETIC
CASE-00347,ATM-119,1.38,1.51,1,0.505,0.59,0,TRAIN,SYNTHETIC
CASE-00347,ATM-077,2.57,3.56,1,0.817,0.444,0,TRAIN,SYNTHETIC
CASE-00347,ATM-041,4.57,4.97,1,0.91,0.204,0,TRAIN,SYNTHETIC
CASE-00347,ATM-053,6.91,8.53,1,0.997,0.639,0,TRAIN,SYNTHETIC
CASE-00347,ATM-017,7.17,3.99,1,0.482,0.877,0,TRAIN,SYNTHETIC
CASE-00347,ATM-101,8.31,5.15,1,0.87,0.098,0,TRAIN,SYNTHETIC
CASE-00347,ATM-059,8.94,7.96,1,0.596,0.383,0,TRAIN,SYNTHETIC
CASE-00347,ATM-005,8.96,12.98,1,0.537,0.091,0,TRAIN,SYNTHETIC
CASE-00348,ATM-120,1.22,1,1,0.612,0.715,0,TRAIN,SYNTHETIC
CASE-00348,ATM-078,2.38,2.16,1,0.894,0.571,0,TRAIN,SYNTHETIC
CASE-00348,ATM-018,4.57,6.34,1,0.999,0.624,0,TRAIN,SYNTHETIC
CASE-00348,ATM-072,5.09,4.63,1,0.866,0.748,0,TRAIN,SYNTHETIC
CASE-00348,ATM-048,6.51,8.45,1,0.531,0.657,0,TRAIN,SYNTHETIC
CASE-00348,ATM-042,6.91,7.18,1,0.747,0.866,0,TRAIN,SYNTHETIC
CASE-00348,ATM-024,6.94,7.52,1,0.502,0.465,0,TRAIN,SYNTHETIC
CASE-00348,ATM-066,7.01,5.99,1,0.784,0.712,0,TRAIN,SYNTHETIC
CASE-00349,ATM-001,2.76,2.1,1,0.498,0.841,0,TRAIN,SYNTHETIC
CASE-00349,ATM-073,3.01,3.64,1,0.929,0.656,0,TRAIN,SYNTHETIC
CASE-00349,ATM-103,4.3,4.92,1,0.884,0.246,0,TRAIN,SYNTHETIC
CASE-00349,ATM-043,5.15,5.11,1,0.878,0.871,0,TRAIN,SYNTHETIC
CASE-00349,ATM-115,5.3,4.18,1,0.805,0.398,0,TRAIN,SYNTHETIC
CASE-00349,ATM-085,7.22,9.16,1,0.48,0.076,0,TRAIN,SYNTHETIC
CASE-00349,ATM-025,7.23,4.19,1,0.513,0.785,0,TRAIN,SYNTHETIC
CASE-00349,ATM-069,504.66,572.66,0,0.494,0.496,1,TRAIN,SYNTHETIC
CASE-00350,ATM-020,2.69,3.47,1,0.949,0.681,0,TRAIN,SYNTHETIC
CASE-00350,ATM-086,2.9,3.07,1,0.811,0.545,0,TRAIN,SYNTHETIC
CASE-00350,ATM-032,3.44,3.68,1,0.572,0.183,0,TRAIN,SYNTHETIC
CASE-00350,ATM-074,4.87,6.19,1,0.903,0.731,0,TRAIN,SYNTHETIC
CASE-00350,ATM-116,5.43,3.8,1,0.512,0.267,0,TRAIN,SYNTHETIC
CASE-00350,ATM-110,6.49,3.76,1,0.68,0.683,0,TRAIN,SYNTHETIC
CASE-00350,ATM-080,6.52,5.55,1,0.987,0.102,0,TRAIN,SYNTHETIC
CASE-00350,ATM-008,7.41,5.76,1,0.566,0.784,0,TRAIN,SYNTHETIC
CASE-00351,ATM-099,4.13,3.67,1,0.618,0.561,0,TRAIN,SYNTHETIC
CASE-00351,ATM-075,4.56,6.53,1,0.911,0.346,0,TRAIN,SYNTHETIC
CASE-00351,ATM-009,5.24,7.33,1,0.874,0.068,0,TRAIN,SYNTHETIC
CASE-00351,ATM-105,5.66,6.12,1,0.674,0.747,0,TRAIN,SYNTHETIC
CASE-00351,ATM-027,6.31,9.04,1,0.882,0.353,0,TRAIN,SYNTHETIC
CASE-00351,ATM-021,7.1,9.25,1,0.721,0.016,0,TRAIN,SYNTHETIC
CASE-00351,ATM-081,7.72,5.29,1,0.905,0.639,0,TRAIN,SYNTHETIC
CASE-00351,ATM-069,13.39,8.38,1,0.825,0.327,1,TRAIN,SYNTHETIC
CASE-00352,ATM-046,1.99,2.46,1,0.867,0.589,0,TRAIN,SYNTHETIC
CASE-00352,ATM-040,2.48,1.95,1,0.484,0.96,0,TRAIN,SYNTHETIC
CASE-00352,ATM-064,2.56,2.09,1,0.767,0.073,0,TRAIN,SYNTHETIC
CASE-00352,ATM-094,2.91,2.7,1,0.976,0.724,0,TRAIN,SYNTHETIC
CASE-00352,ATM-112,5.05,4.62,1,0.622,0.304,0,TRAIN,SYNTHETIC
CASE-00352,ATM-004,6.3,5.73,1,0.701,0.317,0,TRAIN,SYNTHETIC
CASE-00352,ATM-088,7.76,6.78,1,0.653,0.862,0,TRAIN,SYNTHETIC
CASE-00352,ATM-047,897.27,1022.55,0,0.994,0.658,1,TRAIN,SYNTHETIC
CASE-00353,ATM-119,1.38,1.54,1,0.52,0.079,0,TRAIN,SYNTHETIC
CASE-00353,ATM-077,2.57,3.25,1,0.538,0.839,0,TRAIN,SYNTHETIC
CASE-00353,ATM-041,4.57,2.6,1,0.874,0.012,0,TRAIN,SYNTHETIC
CASE-00353,ATM-053,6.91,6.31,1,0.763,0.818,0,TRAIN,SYNTHETIC
CASE-00353,ATM-017,7.17,4.44,1,0.929,0.1,0,TRAIN,SYNTHETIC
CASE-00353,ATM-101,8.31,8.83,1,0.97,0.123,0,TRAIN,SYNTHETIC
CASE-00353,ATM-059,8.94,7.47,1,0.656,0.183,0,TRAIN,SYNTHETIC
CASE-00353,ATM-072,749.01,710.94,0,0.832,0.547,1,TRAIN,SYNTHETIC
CASE-00354,ATM-120,1.22,0.9,1,0.653,0.904,0,VALIDATION,SYNTHETIC
CASE-00354,ATM-078,2.38,1.48,1,0.837,0.294,0,VALIDATION,SYNTHETIC
CASE-00354,ATM-018,4.57,5.84,1,0.657,0.129,0,VALIDATION,SYNTHETIC
CASE-00354,ATM-072,5.09,3.81,1,0.518,0.949,0,VALIDATION,SYNTHETIC
CASE-00354,ATM-048,6.51,6.84,1,0.959,0.449,0,VALIDATION,SYNTHETIC
CASE-00354,ATM-042,6.91,7.96,1,0.973,0.281,0,VALIDATION,SYNTHETIC
CASE-00354,ATM-024,6.94,7.61,1,0.533,0.467,0,VALIDATION,SYNTHETIC
CASE-00354,ATM-106,718.38,585.2,0,0.93,0.123,1,VALIDATION,SYNTHETIC
CASE-00355,ATM-001,2.76,3.02,1,0.697,0.994,0,VALIDATION,SYNTHETIC
CASE-00355,ATM-073,3.01,3.85,1,0.864,0.25,0,VALIDATION,SYNTHETIC
CASE-00355,ATM-103,4.3,3.07,1,0.693,0.873,0,VALIDATION,SYNTHETIC
CASE-00355,ATM-043,5.15,6.54,1,0.822,0.006,0,VALIDATION,SYNTHETIC
CASE-00355,ATM-115,5.3,4.23,1,0.848,0.673,0,VALIDATION,SYNTHETIC
CASE-00355,ATM-085,7.22,6.3,1,0.641,0.594,0,VALIDATION,SYNTHETIC
CASE-00355,ATM-025,7.23,5.24,1,0.759,0.775,0,VALIDATION,SYNTHETIC
CASE-00355,ATM-067,7.39,10.32,1,0.705,0.311,0,VALIDATION,SYNTHETIC
CASE-00356,ATM-020,2.69,2.91,1,0.536,0.395,0,VALIDATION,SYNTHETIC
CASE-00356,ATM-086,2.9,4.16,1,0.786,0.657,0,VALIDATION,SYNTHETIC
CASE-00356,ATM-032,3.44,4.92,1,0.927,0.912,0,VALIDATION,SYNTHETIC
CASE-00356,ATM-074,4.87,6.77,1,0.683,0.22,0,VALIDATION,SYNTHETIC
CASE-00356,ATM-116,5.43,5.28,1,0.86,0.37,0,VALIDATION,SYNTHETIC
CASE-00356,ATM-110,6.49,5.11,1,0.964,0.595,0,VALIDATION,SYNTHETIC
CASE-00356,ATM-080,6.52,8.7,1,0.878,0.262,0,VALIDATION,SYNTHETIC
CASE-00356,ATM-008,7.41,7.28,1,0.46,0.319,0,VALIDATION,SYNTHETIC
CASE-00357,ATM-099,4.13,5.57,1,0.914,0.953,0,TEST,SYNTHETIC
CASE-00357,ATM-075,4.56,4.13,1,0.643,0.411,0,TEST,SYNTHETIC
CASE-00357,ATM-009,5.24,3.15,1,0.644,0.211,0,TEST,SYNTHETIC
CASE-00357,ATM-105,5.66,3.89,1,0.968,0.893,0,TEST,SYNTHETIC
CASE-00357,ATM-027,6.31,4.18,1,0.654,0.966,0,TEST,SYNTHETIC
CASE-00357,ATM-021,7.1,6.31,1,0.873,0.694,0,TEST,SYNTHETIC
CASE-00357,ATM-081,7.72,10.98,1,0.521,0.719,0,TEST,SYNTHETIC
CASE-00357,ATM-003,7.98,7.81,1,0.552,0.978,0,TEST,SYNTHETIC
CASE-00358,ATM-046,1.99,1.88,1,0.93,0.215,0,TEST,SYNTHETIC
CASE-00358,ATM-040,2.48,1.81,1,0.964,0.879,0,TEST,SYNTHETIC
CASE-00358,ATM-064,2.56,3.52,1,0.889,0.648,0,TEST,SYNTHETIC
CASE-00358,ATM-094,2.91,3.45,1,0.523,0.883,0,TEST,SYNTHETIC
CASE-00358,ATM-112,5.05,7.09,1,0.619,0.756,0,TEST,SYNTHETIC
CASE-00358,ATM-004,6.3,4.06,1,0.993,0.492,0,TEST,SYNTHETIC
CASE-00358,ATM-088,7.76,10.84,1,0.604,0.65,0,TEST,SYNTHETIC
CASE-00358,ATM-058,8.21,9.24,1,0.936,0.032,0,TEST,SYNTHETIC
CASE-00359,ATM-119,1.38,1.25,1,0.801,0.971,0,TEST,SYNTHETIC
CASE-00359,ATM-077,2.57,3.29,1,0.774,0.639,0,TEST,SYNTHETIC
CASE-00359,ATM-041,4.57,6.02,1,0.941,0.487,0,TEST,SYNTHETIC
CASE-00359,ATM-053,6.91,9.13,1,0.677,0.912,0,TEST,SYNTHETIC
CASE-00359,ATM-017,7.17,8.98,1,0.791,0.672,0,TEST,SYNTHETIC
CASE-00359,ATM-101,8.31,10.14,1,0.545,0.786,0,TEST,SYNTHETIC
CASE-00359,ATM-059,8.94,7.04,1,0.838,0.526,0,TEST,SYNTHETIC
CASE-00359,ATM-005,8.96,10.59,1,0.855,0.103,0,TEST,SYNTHETIC
CASE-00360,ATM-120,1.22,1.03,1,0.682,0.697,0,TRAIN,SYNTHETIC
CASE-00360,ATM-078,2.38,2.48,1,0.892,0.158,0,TRAIN,SYNTHETIC
CASE-00360,ATM-018,4.57,4.32,1,0.848,0.735,0,TRAIN,SYNTHETIC
CASE-00360,ATM-072,5.09,6.37,1,0.608,0.11,0,TRAIN,SYNTHETIC
CASE-00360,ATM-048,6.51,8.81,1,0.73,0.026,0,TRAIN,SYNTHETIC
CASE-00360,ATM-042,6.91,6.15,1,0.852,0.396,0,TRAIN,SYNTHETIC
CASE-00360,ATM-024,6.94,4.32,1,0.69,0.672,0,TRAIN,SYNTHETIC
CASE-00360,ATM-066,7.01,9.26,1,0.464,0.122,0,TRAIN,SYNTHETIC
CASE-00361,ATM-001,2.76,3.68,1,0.806,0.871,0,TRAIN,SYNTHETIC
CASE-00361,ATM-073,3.01,4.09,1,0.526,0.816,0,TRAIN,SYNTHETIC
CASE-00361,ATM-103,4.3,5.91,1,0.691,0.534,0,TRAIN,SYNTHETIC
CASE-00361,ATM-043,5.15,4.83,1,0.676,0.612,0,TRAIN,SYNTHETIC
CASE-00361,ATM-115,5.3,5.49,1,0.709,0.576,0,TRAIN,SYNTHETIC
CASE-00361,ATM-085,7.22,9.58,1,0.897,0.986,0,TRAIN,SYNTHETIC
CASE-00361,ATM-025,7.23,4.22,1,0.82,0.567,0,TRAIN,SYNTHETIC
CASE-00361,ATM-062,281.08,281.42,0,0.844,0.156,1,TRAIN,SYNTHETIC
CASE-00362,ATM-020,2.69,1.85,1,0.937,0.465,0,TRAIN,SYNTHETIC
CASE-00362,ATM-086,2.9,4.19,1,0.967,0.146,0,TRAIN,SYNTHETIC
CASE-00362,ATM-032,3.44,4.03,1,0.985,0.846,0,TRAIN,SYNTHETIC
CASE-00362,ATM-074,4.87,6.23,1,0.587,0.913,0,TRAIN,SYNTHETIC
CASE-00362,ATM-116,5.43,6.13,1,0.89,0.674,0,TRAIN,SYNTHETIC
CASE-00362,ATM-110,6.49,8.34,1,0.571,0.399,0,TRAIN,SYNTHETIC
CASE-00362,ATM-080,6.52,8.01,1,0.612,0.83,0,TRAIN,SYNTHETIC
CASE-00362,ATM-013,279.57,173.11,0,0.957,0.707,1,TRAIN,SYNTHETIC
CASE-00363,ATM-099,4.13,2.43,1,0.469,0.866,0,TRAIN,SYNTHETIC
CASE-00363,ATM-075,4.56,4.61,1,0.804,0.023,0,TRAIN,SYNTHETIC
CASE-00363,ATM-009,5.24,6.27,1,0.922,0.993,0,TRAIN,SYNTHETIC
CASE-00363,ATM-105,5.66,5.56,1,0.801,0.331,0,TRAIN,SYNTHETIC
CASE-00363,ATM-027,6.31,4.09,1,0.595,0.933,0,TRAIN,SYNTHETIC
CASE-00363,ATM-021,7.1,9.39,1,0.524,0.988,0,TRAIN,SYNTHETIC
CASE-00363,ATM-081,7.72,8.74,1,0.776,0.943,0,TRAIN,SYNTHETIC
